* Measurement data measured by REW V5.30.9
* Source: B to A at 200 Hz Filtered
* Format: 
* Dated: Mar 12, 2024 9:59:19 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Trace Arithmetic B to A at 200 Hz A = Antdroid IE v1.3 B = Harman2019_IE B was scaled by 0.1 dB  PK       Fc   20.00 Hz  Gain   3.00 dB  Q  0.600 PK       Fc    1500 Hz  Gain  -0.50 dB  Q  1.000 PK       Fc    3709 Hz  Gain  -1.00 dB  Q  0.700
* Measurement: Bassdroid
* Smoothing: None
* Frequency Step: 0.24999999 Hz
* Start Frequency: 20.187378 Hz
*
* Freq(Hz) SPL(dB)
5334.937061 80.418
5335.187061 80.418
5335.437061 80.418
5335.687061 80.418
5335.937061 80.418
5336.187061 80.417
5336.437061 80.417
5336.687061 80.417
5336.937061 80.417
5337.187061 80.416
5337.437061 80.416
5337.687061 80.416
5337.937061 80.416
5338.187061 80.416
5338.437061 80.415
5338.687061 80.415
5338.937061 80.415
5339.187061 80.415
5339.437061 80.415
5339.687061 80.414
5339.937061 80.414
5340.187061 80.414
5340.437061 80.414
5340.687061 80.413
5340.937061 80.413
5341.187061 80.413
5341.437061 80.413
5341.687061 80.413
5341.937061 80.412
5342.187061 80.412
5342.437061 80.412
5342.687061 80.412
5342.937061 80.412
5343.187061 80.411
5343.437061 80.411
5343.687061 80.411
5343.937061 80.411
5344.187061 80.411
5344.437061 80.410
5344.687061 80.410
5344.937061 80.410
5345.187061 80.410
5345.437061 80.410
5345.687061 80.409
5345.937060 80.409
5346.187060 80.409
5346.437060 80.409
5346.687060 80.408
5346.937060 80.408
5347.187060 80.408
5347.437060 80.408
5347.687060 80.408
5347.937060 80.407
5348.187060 80.407
5348.437060 80.407
5348.687060 80.407
5348.937060 80.407
5349.187060 80.406
5349.437060 80.406
5349.687060 80.406
5349.937060 80.406
5350.187060 80.406
5350.437060 80.405
5350.687060 80.405
5350.937060 80.405
5351.187060 80.405
5351.437060 80.404
5351.687060 80.404
5351.937060 80.404
5352.187060 80.404
5352.437060 80.404
5352.687060 80.403
5352.937060 80.403
5353.187060 80.403
5353.437060 80.403
5353.687060 80.403
5353.937060 80.402
5354.187060 80.402
5354.437060 80.402
5354.687060 80.402
5354.937060 80.402
5355.187060 80.401
5355.437060 80.401
5355.687060 80.401
5355.937060 80.401
5356.187060 80.400
5356.437060 80.400
5356.687060 80.400
5356.937060 80.400
5357.187060 80.400
5357.437060 80.399
5357.687060 80.399
5357.937060 80.399
5358.187060 80.399
5358.437060 80.399
5358.687060 80.398
5358.937060 80.398
5359.187060 80.398
5359.437060 80.398
5359.687060 80.398
5359.937060 80.397
5360.187060 80.397
5360.437060 80.397
5360.687060 80.397
5360.937060 80.396
5361.187060 80.396
5361.437060 80.396
5361.687060 80.396
5361.937060 80.396
5362.187060 80.395
5362.437060 80.395
5362.687059 80.395
5362.937059 80.395
5363.187059 80.395
5363.437059 80.394
5363.687059 80.394
5363.937059 80.394
5364.187059 80.394
5364.437059 80.394
5364.687059 80.393
5364.937059 80.393
5365.187059 80.393
5365.437059 80.393
5365.687059 80.392
5365.937059 80.392
5366.187059 80.392
5366.437059 80.392
5366.687059 80.392
5366.937059 80.391
5367.187059 80.391
5367.437059 80.391
5367.687059 80.391
5367.937059 80.391
5368.187059 80.390
5368.437059 80.390
5368.687059 80.390
5368.937059 80.390
5369.187059 80.390
5369.437059 80.389
5369.687059 80.389
5369.937059 80.389
5370.187059 80.389
5370.437059 80.388
5370.687059 80.388
5370.937059 80.388
5371.187059 80.388
5371.437059 80.388
5371.687059 80.387
5371.937059 80.387
5372.187059 80.387
5372.437059 80.387
5372.687059 80.387
5372.937059 80.386
5373.187059 80.386
5373.437059 80.386
5373.687059 80.386
5373.937059 80.386
5374.187059 80.385
5374.437059 80.385
5374.687059 80.385
5374.937059 80.385
5375.187059 80.384
5375.437059 80.384
5375.687059 80.384
5375.937059 80.384
5376.187059 80.384
5376.437059 80.383
5376.687059 80.383
5376.937059 80.383
5377.187059 80.383
5377.437059 80.383
5377.687059 80.382
5377.937059 80.382
5378.187059 80.382
5378.437059 80.382
5378.687059 80.382
5378.937059 80.381
5379.187059 80.381
5379.437058 80.381
5379.687058 80.381
5379.937058 80.380
5380.187058 80.380
5380.437058 80.380
5380.687058 80.380
5380.937058 80.380
5381.187058 80.379
5381.437058 80.379
5381.687058 80.379
5381.937058 80.379
5382.187058 80.379
5382.437058 80.378
5382.687058 80.378
5382.937058 80.378
5383.187058 80.378
5383.437058 80.378
5383.687058 80.377
5383.937058 80.377
5384.187058 80.377
5384.437058 80.377
5384.687058 80.377
5384.937058 80.376
5385.187058 80.376
5385.437058 80.376
5385.687058 80.376
5385.937058 80.375
5386.187058 80.375
5386.437058 80.375
5386.687058 80.375
5386.937058 80.375
5387.187058 80.374
5387.437058 80.374
5387.687058 80.374
5387.937058 80.374
5388.187058 80.374
5388.437058 80.373
5388.687058 80.373
5388.937058 80.373
5389.187058 80.373
5389.437058 80.373
5389.687058 80.372
5389.937058 80.372
5390.187058 80.372
5390.437058 80.372
5390.687058 80.371
5390.937058 80.371
5391.187058 80.371
5391.437058 80.371
5391.687058 80.371
5391.937058 80.370
5392.187058 80.370
5392.437058 80.370
5392.687058 80.370
5392.937058 80.370
5393.187058 80.369
5393.437058 80.369
5393.687058 80.369
5393.937058 80.369
5394.187058 80.369
5394.437058 80.368
5394.687058 80.368
5394.937058 80.368
5395.187058 80.368
5395.437058 80.367
5395.687058 80.367
5395.937058 80.367
5396.187057 80.367
5396.437057 80.367
5396.687057 80.366
5396.937057 80.366
5397.187057 80.366
5397.437057 80.366
5397.687057 80.366
5397.937057 80.365
5398.187057 80.365
5398.437057 80.365
5398.687057 80.365
5398.937057 80.365
5399.187057 80.364
5399.437057 80.364
5399.687057 80.364
5399.937057 80.364
5400.187057 80.364
5400.437057 80.363
5400.687057 80.363
5400.937057 80.363
5401.187057 80.363
5401.437057 80.362
5401.687057 80.362
5401.937057 80.362
5402.187057 80.362
5402.437057 80.362
5402.687057 80.361
5402.937057 80.361
5403.187057 80.361
5403.437057 80.361
5403.687057 80.361
5403.937057 80.360
5404.187057 80.360
5404.437057 80.360
5404.687057 80.360
5404.937057 80.360
5405.187057 80.359
5405.437057 80.359
5405.687057 80.359
5405.937057 80.359
5406.187057 80.358
5406.437057 80.358
5406.687057 80.358
5406.937057 80.358
5407.187057 80.358
5407.437057 80.357
5407.687057 80.357
5407.937057 80.357
5408.187057 80.357
5408.437057 80.357
5408.687057 80.356
5408.937057 80.356
5409.187057 80.356
5409.437057 80.356
5409.687057 80.356
5409.937057 80.355
5410.187057 80.355
5410.437057 80.355
5410.687057 80.355
5410.937057 80.354
5411.187057 80.354
5411.437057 80.354
5411.687057 80.354
5411.937057 80.354
5412.187057 80.353
5412.437057 80.353
5412.687057 80.353
5412.937056 80.353
5413.187056 80.353
5413.437056 80.352
5413.687056 80.352
5413.937056 80.352
5414.187056 80.352
5414.437056 80.352
5414.687056 80.351
5414.937056 80.351
5415.187056 80.351
5415.437056 80.351
5415.687056 80.351
5415.937056 80.350
5416.187056 80.350
5416.437056 80.350
5416.687056 80.350
5416.937056 80.349
5417.187056 80.349
5417.437056 80.349
5417.687056 80.349
5417.937056 80.349
5418.187056 80.348
5418.437056 80.348
5418.687056 80.348
5418.937056 80.348
5419.187056 80.348
5419.437056 80.347
5419.687056 80.347
5419.937056 80.347
5420.187056 80.347
5420.437056 80.347
5420.687056 80.346
5420.937056 80.346
5421.187056 80.346
5421.437056 80.346
5421.687056 80.345
5421.937056 80.345
5422.187056 80.345
5422.437056 80.345
5422.687056 80.345
5422.937056 80.344
5423.187056 80.344
5423.437056 80.344
5423.687056 80.344
5423.937056 80.344
5424.187056 80.343
5424.437056 80.343
5424.687056 80.343
5424.937056 80.343
5425.187056 80.343
5425.437056 80.342
5425.687056 80.342
5425.937056 80.342
5426.187056 80.342
5426.437056 80.342
5426.687056 80.341
5426.937056 80.341
5427.187056 80.341
5427.437056 80.341
5427.687056 80.340
5427.937056 80.340
5428.187056 80.340
5428.437056 80.340
5428.687056 80.340
5428.937056 80.339
5429.187056 80.339
5429.437056 80.339
5429.687055 80.339
5429.937055 80.339
5430.187055 80.338
5430.437055 80.338
5430.687055 80.338
5430.937055 80.338
5431.187055 80.338
5431.437055 80.337
5431.687055 80.337
5431.937055 80.337
5432.187055 80.337
5432.437055 80.337
5432.687055 80.336
5432.937055 80.336
5433.187055 80.336
5433.437055 80.336
5433.687055 80.335
5433.937055 80.335
5434.187055 80.335
5434.437055 80.335
5434.687055 80.335
5434.937055 80.334
5435.187055 80.334
5435.437055 80.334
5435.687055 80.334
5435.937055 80.334
5436.187055 80.333
5436.437055 80.333
5436.687055 80.333
5436.937055 80.333
5437.187055 80.333
5437.437055 80.332
5437.687055 80.332
5437.937055 80.332
5438.187055 80.332
5438.437055 80.331
5438.687055 80.331
5438.937055 80.331
5439.187055 80.331
5439.437055 80.331
5439.687055 80.330
5439.937055 80.330
5440.187055 80.330
5440.437055 80.330
5440.687055 80.330
5440.937055 80.329
5441.187055 80.329
5441.437055 80.329
5441.687055 80.329
5441.937055 80.329
5442.187055 80.328
5442.437055 80.328
5442.687055 80.328
5442.937055 80.328
5443.187055 80.328
5443.437055 80.327
5443.687055 80.327
5443.937055 80.327
5444.187055 80.327
5444.437055 80.326
5444.687055 80.326
5444.937055 80.326
5445.187055 80.326
5445.437055 80.326
5445.687055 80.325
5445.937055 80.325
5446.187055 80.325
5446.437054 80.325
5446.687054 80.325
5446.937054 80.324
5447.187054 80.324
5447.437054 80.324
5447.687054 80.324
5447.937054 80.324
5448.187054 80.323
5448.437054 80.323
5448.687054 80.323
5448.937054 80.323
5449.187054 80.323
5449.437054 80.322
5449.687054 80.322
5449.937054 80.322
5450.187054 80.322
5450.437054 80.321
5450.687054 80.321
5450.937054 80.321
5451.187054 80.321
5451.437054 80.321
5451.687054 80.320
5451.937054 80.320
5452.187054 80.320
5452.437054 80.320
5452.687054 80.320
5452.937054 80.319
5453.187054 80.319
5453.437054 80.319
5453.687054 80.319
5453.937054 80.319
5454.187054 80.318
5454.437054 80.318
5454.687054 80.318
5454.937054 80.318
5455.187054 80.317
5455.437054 80.317
5455.687054 80.317
5455.937054 80.317
5456.187054 80.317
5456.437054 80.316
5456.687054 80.316
5456.937054 80.316
5457.187054 80.316
5457.437054 80.316
5457.687054 80.315
5457.937054 80.315
5458.187054 80.315
5458.437054 80.315
5458.687054 80.315
5458.937054 80.314
5459.187054 80.314
5459.437054 80.314
5459.687054 80.314
5459.937054 80.314
5460.187054 80.313
5460.437054 80.313
5460.687054 80.313
5460.937054 80.313
5461.187054 80.312
5461.437054 80.312
5461.687054 80.312
5461.937054 80.312
5462.187054 80.312
5462.437054 80.311
5462.687054 80.311
5462.937054 80.311
5463.187054 80.311
5463.437053 80.311
5463.687053 80.310
5463.937053 80.310
5464.187053 80.310
5464.437053 80.310
5464.687053 80.310
5464.937053 80.309
5465.187053 80.309
5465.437053 80.309
5465.687053 80.309
5465.937053 80.309
5466.187053 80.308
5466.437053 80.308
5466.687053 80.308
5466.937053 80.308
5467.187053 80.307
5467.437053 80.307
5467.687053 80.307
5467.937053 80.307
5468.187053 80.307
5468.437053 80.306
5468.687053 80.306
5468.937053 80.306
5469.187053 80.306
5469.437053 80.306
5469.687053 80.305
5469.937053 80.305
5470.187053 80.305
5470.437053 80.305
5470.687053 80.305
5470.937053 80.304
5471.187053 80.304
5471.437053 80.304
5471.687053 80.304
5471.937053 80.304
5472.187053 80.303
5472.437053 80.303
5472.687053 80.303
5472.937053 80.303
5473.187053 80.302
5473.437053 80.302
5473.687053 80.302
5473.937053 80.302
5474.187053 80.302
5474.437053 80.301
5474.687053 80.301
5474.937053 80.301
5475.187053 80.301
5475.437053 80.301
5475.687053 80.300
5475.937053 80.300
5476.187053 80.300
5476.437053 80.300
5476.687053 80.300
5476.937053 80.299
5477.187053 80.299
5477.437053 80.299
5477.687053 80.299
5477.937053 80.298
5478.187053 80.298
5478.437053 80.298
5478.687053 80.298
5478.937053 80.298
5479.187053 80.297
5479.437053 80.297
5479.687053 80.297
5479.937053 80.297
5480.187052 80.297
5480.437052 80.296
5480.687052 80.296
5480.937052 80.296
5481.187052 80.296
5481.437052 80.296
5481.687052 80.295
5481.937052 80.295
5482.187052 80.295
5482.437052 80.295
5482.687052 80.295
5482.937052 80.294
5483.187052 80.294
5483.437052 80.294
5483.687052 80.294
5483.937052 80.293
5484.187052 80.293
5484.437052 80.293
5484.687052 80.293
5484.937052 80.293
5485.187052 80.292
5485.437052 80.292
5485.687052 80.292
5485.937052 80.292
5486.187052 80.292
5486.437052 80.291
5486.687052 80.291
5486.937052 80.291
5487.187052 80.291
5487.437052 80.291
5487.687052 80.290
5487.937052 80.290
5488.187052 80.290
5488.437052 80.290
5488.687052 80.290
5488.937052 80.289
5489.187052 80.289
5489.437052 80.289
5489.687052 80.289
5489.937052 80.288
5490.187052 80.288
5490.437052 80.288
5490.687052 80.288
5490.937052 80.288
5491.187052 80.287
5491.437052 80.287
5491.687052 80.287
5491.937052 80.287
5492.187052 80.287
5492.437052 80.286
5492.687052 80.286
5492.937052 80.286
5493.187052 80.286
5493.437052 80.286
5493.687052 80.285
5493.937052 80.285
5494.187052 80.285
5494.437052 80.285
5494.687052 80.285
5494.937052 80.284
5495.187052 80.284
5495.437052 80.284
5495.687052 80.284
5495.937052 80.283
5496.187052 80.283
5496.437052 80.283
5496.687052 80.283
5496.937051 80.283
5497.187051 80.282
5497.437051 80.282
5497.687051 80.282
5497.937051 80.282
5498.187051 80.282
5498.437051 80.281
5498.687051 80.281
5498.937051 80.281
5499.187051 80.281
5499.437051 80.281
5499.687051 80.280
5499.937051 80.280
5500.187051 80.280
5500.437051 80.280
5500.687051 80.280
5500.937051 80.279
5501.187051 80.279
5501.437051 80.279
5501.687051 80.279
5501.937051 80.278
5502.187051 80.278
5502.437051 80.278
5502.687051 80.278
5502.937051 80.278
5503.187051 80.277
5503.437051 80.277
5503.687051 80.277
5503.937051 80.277
5504.187051 80.277
5504.437051 80.276
5504.687051 80.276
5504.937051 80.276
5505.187051 80.276
5505.437051 80.276
5505.687051 80.275
5505.937051 80.275
5506.187051 80.275
5506.437051 80.275
5506.687051 80.275
5506.937051 80.274
5507.187051 80.274
5507.437051 80.274
5507.687051 80.274
5507.937051 80.273
5508.187051 80.273
5508.437051 80.273
5508.687051 80.273
5508.937051 80.273
5509.187051 80.272
5509.437051 80.272
5509.687051 80.272
5509.937051 80.272
5510.187051 80.272
5510.437051 80.271
5510.687051 80.271
5510.937051 80.271
5511.187051 80.271
5511.437051 80.271
5511.687051 80.270
5511.937051 80.270
5512.187051 80.270
5512.437051 80.270
5512.687051 80.270
5512.937051 80.269
5513.187051 80.269
5513.437051 80.269
5513.687050 80.269
5513.937050 80.268
5514.187050 80.268
5514.437050 80.268
5514.687050 80.268
5514.937050 80.268
5515.187050 80.267
5515.437050 80.267
5515.687050 80.267
5515.937050 80.267
5516.187050 80.267
5516.437050 80.266
5516.687050 80.266
5516.937050 80.266
5517.187050 80.266
5517.437050 80.266
5517.687050 80.265
5517.937050 80.265
5518.187050 80.265
5518.437050 80.265
5518.687050 80.265
5518.937050 80.264
5519.187050 80.264
5519.437050 80.264
5519.687050 80.264
5519.937050 80.263
5520.187050 80.263
5520.437050 80.263
5520.687050 80.263
5520.937050 80.263
5521.187050 80.262
5521.437050 80.262
5521.687050 80.262
5521.937050 80.262
5522.187050 80.262
5522.437050 80.261
5522.687050 80.261
5522.937050 80.261
5523.187050 80.261
5523.437050 80.261
5523.687050 80.260
5523.937050 80.260
5524.187050 80.260
5524.437050 80.260
5524.687050 80.259
5524.937050 80.259
5525.187050 80.259
5525.437050 80.259
5525.687050 80.259
5525.937050 80.258
5526.187050 80.258
5526.437050 80.258
5526.687050 80.258
5526.937050 80.258
5527.187050 80.257
5527.437050 80.257
5527.687050 80.257
5527.937050 80.257
5528.187050 80.257
5528.437050 80.256
5528.687050 80.256
5528.937050 80.256
5529.187050 80.256
5529.437050 80.256
5529.687050 80.255
5529.937050 80.255
5530.187050 80.255
5530.437049 80.255
5530.687049 80.254
5530.937049 80.254
5531.187049 80.254
5531.437049 80.254
5531.687049 80.254
5531.937049 80.253
5532.187049 80.253
5532.437049 80.253
5532.687049 80.253
5532.937049 80.253
5533.187049 80.252
5533.437049 80.252
5533.687049 80.252
5533.937049 80.252
5534.187049 80.252
5534.437049 80.251
5534.687049 80.251
5534.937049 80.251
5535.187049 80.251
5535.437049 80.251
5535.687049 80.250
5535.937049 80.250
5536.187049 80.250
5536.437049 80.250
5536.687049 80.249
5536.937049 80.249
5537.187049 80.249
5537.437049 80.249
5537.687049 80.249
5537.937049 80.248
5538.187049 80.248
5538.437049 80.248
5538.687049 80.248
5538.937049 80.248
5539.187049 80.247
5539.437049 80.247
5539.687049 80.247
5539.937049 80.247
5540.187049 80.247
5540.437049 80.246
5540.687049 80.246
5540.937049 80.246
5541.187049 80.246
5541.437049 80.246
5541.687049 80.245
5541.937049 80.245
5542.187049 80.245
5542.437049 80.245
5542.687049 80.244
5542.937049 80.244
5543.187049 80.244
5543.437049 80.244
5543.687049 80.244
5543.937049 80.243
5544.187049 80.243
5544.437049 80.243
5544.687049 80.243
5544.937049 80.243
5545.187049 80.242
5545.437049 80.242
5545.687049 80.242
5545.937049 80.242
5546.187049 80.242
5546.437049 80.241
5546.687049 80.241
5546.937049 80.241
5547.187048 80.241
5547.437048 80.241
5547.687048 80.240
5547.937048 80.240
5548.187048 80.240
5548.437048 80.240
5548.687048 80.239
5548.937048 80.239
5549.187048 80.239
5549.437048 80.239
5549.687048 80.239
5549.937048 80.238
5550.187048 80.238
5550.437048 80.238
5550.687048 80.238
5550.937048 80.238
5551.187048 80.237
5551.437048 80.237
5551.687048 80.237
5551.937048 80.237
5552.187048 80.237
5552.437048 80.236
5552.687048 80.236
5552.937048 80.236
5553.187048 80.236
5553.437048 80.236
5553.687048 80.235
5553.937048 80.235
5554.187048 80.235
5554.437048 80.235
5554.687048 80.234
5554.937048 80.234
5555.187048 80.234
5555.437048 80.234
5555.687048 80.234
5555.937048 80.233
5556.187048 80.233
5556.437048 80.233
5556.687048 80.233
5556.937048 80.233
5557.187048 80.232
5557.437048 80.232
5557.687048 80.232
5557.937048 80.232
5558.187048 80.232
5558.437048 80.231
5558.687048 80.231
5558.937048 80.231
5559.187048 80.231
5559.437048 80.231
5559.687048 80.230
5559.937048 80.230
5560.187048 80.230
5560.437048 80.230
5560.687048 80.229
5560.937048 80.229
5561.187048 80.229
5561.437048 80.229
5561.687048 80.229
5561.937048 80.228
5562.187048 80.228
5562.437048 80.228
5562.687048 80.228
5562.937048 80.228
5563.187048 80.227
5563.437048 80.227
5563.687048 80.227
5563.937047 80.227
5564.187047 80.227
5564.437047 80.226
5564.687047 80.226
5564.937047 80.226
5565.187047 80.226
5565.437047 80.226
5565.687047 80.225
5565.937047 80.225
5566.187047 80.225
5566.437047 80.225
5566.687047 80.224
5566.937047 80.224
5567.187047 80.224
5567.437047 80.224
5567.687047 80.224
5567.937047 80.223
5568.187047 80.223
5568.437047 80.223
5568.687047 80.223
5568.937047 80.223
5569.187047 80.222
5569.437047 80.222
5569.687047 80.222
5569.937047 80.222
5570.187047 80.222
5570.437047 80.221
5570.687047 80.221
5570.937047 80.221
5571.187047 80.221
5571.437047 80.220
5571.687047 80.220
5571.937047 80.220
5572.187047 80.220
5572.437047 80.220
5572.687047 80.219
5572.937047 80.219
5573.187047 80.219
5573.437047 80.219
5573.687047 80.219
5573.937047 80.218
5574.187047 80.218
5574.437047 80.218
5574.687047 80.218
5574.937047 80.218
5575.187047 80.217
5575.437047 80.217
5575.687047 80.217
5575.937047 80.217
5576.187047 80.217
5576.437047 80.216
5576.687047 80.216
5576.937047 80.216
5577.187047 80.216
5577.437047 80.215
5577.687047 80.215
5577.937047 80.215
5578.187047 80.215
5578.437047 80.215
5578.687047 80.214
5578.937047 80.214
5579.187047 80.214
5579.437047 80.214
5579.687047 80.214
5579.937047 80.213
5580.187047 80.213
5580.437047 80.213
5580.687046 80.213
5580.937046 80.213
5581.187046 80.212
5581.437046 80.212
5581.687046 80.212
5581.937046 80.212
5582.187046 80.212
5582.437046 80.211
5582.687046 80.211
5582.937046 80.211
5583.187046 80.211
5583.437046 80.210
5583.687046 80.210
5583.937046 80.210
5584.187046 80.210
5584.437046 80.210
5584.687046 80.209
5584.937046 80.209
5585.187046 80.209
5585.437046 80.209
5585.687046 80.209
5585.937046 80.208
5586.187046 80.208
5586.437046 80.208
5586.687046 80.208
5586.937046 80.208
5587.187046 80.207
5587.437046 80.207
5587.687046 80.207
5587.937046 80.207
5588.187046 80.207
5588.437046 80.206
5588.687046 80.206
5588.937046 80.206
5589.187046 80.206
5589.437046 80.205
5589.687046 80.205
5589.937046 80.205
5590.187046 80.205
5590.437046 80.205
5590.687046 80.204
5590.937046 80.204
5591.187046 80.204
5591.437046 80.204
5591.687046 80.204
5591.937046 80.203
5592.187046 80.203
5592.437046 80.203
5592.687046 80.203
5592.937046 80.203
5593.187046 80.202
5593.437046 80.202
5593.687046 80.202
5593.937046 80.202
5594.187046 80.201
5594.437046 80.201
5594.687046 80.201
5594.937046 80.201
5595.187046 80.201
5595.437046 80.200
5595.687046 80.200
5595.937046 80.200
5596.187046 80.200
5596.437046 80.200
5596.687046 80.199
5596.937046 80.199
5597.187046 80.199
5597.437045 80.199
5597.687045 80.199
5597.937045 80.198
5598.187045 80.198
5598.437045 80.198
5598.687045 80.198
5598.937045 80.198
5599.187045 80.197
5599.437045 80.197
5599.687045 80.197
5599.937045 80.197
5600.187045 80.196
5600.437045 80.196
5600.687045 80.196
5600.937045 80.196
5601.187045 80.196
5601.437045 80.195
5601.687045 80.195
5601.937045 80.195
5602.187045 80.195
5602.437045 80.195
5602.687045 80.194
5602.937045 80.194
5603.187045 80.194
5603.437045 80.194
5603.687045 80.194
5603.937045 80.193
5604.187045 80.193
5604.437045 80.193
5604.687045 80.193
5604.937045 80.193
5605.187045 80.192
5605.437045 80.192
5605.687045 80.192
5605.937045 80.192
5606.187045 80.191
5606.437045 80.191
5606.687045 80.191
5606.937045 80.191
5607.187045 80.191
5607.437045 80.190
5607.687045 80.190
5607.937045 80.190
5608.187045 80.190
5608.437045 80.190
5608.687045 80.189
5608.937045 80.189
5609.187045 80.189
5609.437045 80.189
5609.687045 80.189
5609.937045 80.188
5610.187045 80.188
5610.437045 80.188
5610.687045 80.188
5610.937045 80.188
5611.187045 80.187
5611.437045 80.187
5611.687045 80.187
5611.937045 80.187
5612.187045 80.186
5612.437045 80.186
5612.687045 80.186
5612.937045 80.186
5613.187045 80.186
5613.437045 80.185
5613.687045 80.185
5613.937045 80.185
5614.187045 80.185
5614.437044 80.185
5614.687044 80.184
5614.937044 80.184
5615.187044 80.184
5615.437044 80.184
5615.687044 80.184
5615.937044 80.183
5616.187044 80.183
5616.437044 80.183
5616.687044 80.183
5616.937044 80.182
5617.187044 80.182
5617.437044 80.182
5617.687044 80.182
5617.937044 80.182
5618.187044 80.181
5618.437044 80.181
5618.687044 80.181
5618.937044 80.181
5619.187044 80.181
5619.437044 80.180
5619.687044 80.180
5619.937044 80.180
5620.187044 80.180
5620.437044 80.180
5620.687044 80.179
5620.937044 80.179
5621.187044 80.179
5621.437044 80.179
5621.687044 80.179
5621.937044 80.178
5622.187044 80.178
5622.437044 80.178
5622.687044 80.178
5622.937044 80.177
5623.187044 80.177
5623.437044 80.177
5623.687044 80.177
5623.937044 80.177
5624.187044 80.176
5624.437044 80.176
5624.687044 80.176
5624.937044 80.176
5625.187044 80.176
5625.437044 80.175
5625.687044 80.175
5625.937044 80.175
5626.187044 80.175
5626.437044 80.175
5626.687044 80.174
5626.937044 80.174
5627.187044 80.174
5627.437044 80.174
5627.687044 80.173
5627.937044 80.173
5628.187044 80.173
5628.437044 80.173
5628.687044 80.173
5628.937044 80.172
5629.187044 80.172
5629.437044 80.172
5629.687044 80.172
5629.937044 80.172
5630.187044 80.171
5630.437044 80.171
5630.687044 80.171
5630.937044 80.171
5631.187043 80.171
5631.437043 80.170
5631.687043 80.170
5631.937043 80.170
5632.187043 80.170
5632.437043 80.170
5632.687043 80.169
5632.937043 80.169
5633.187043 80.169
5633.437043 80.169
5633.687043 80.168
5633.937043 80.168
5634.187043 80.168
5634.437043 80.168
5634.687043 80.168
5634.937043 80.167
5635.187043 80.167
5635.437043 80.167
5635.687043 80.167
5635.937043 80.167
5636.187043 80.166
5636.437043 80.166
5636.687043 80.166
5636.937043 80.166
5637.187043 80.166
5637.437043 80.165
5637.687043 80.165
5637.937043 80.165
5638.187043 80.165
5638.437043 80.164
5638.687043 80.164
5638.937043 80.164
5639.187043 80.164
5639.437043 80.164
5639.687043 80.163
5639.937043 80.163
5640.187043 80.163
5640.437043 80.163
5640.687043 80.163
5640.937043 80.162
5641.187043 80.162
5641.437043 80.162
5641.687043 80.162
5641.937043 80.162
5642.187043 80.161
5642.437043 80.161
5642.687043 80.161
5642.937043 80.161
5643.187043 80.161
5643.437043 80.160
5643.687043 80.160
5643.937043 80.160
5644.187043 80.160
5644.437043 80.159
5644.687043 80.159
5644.937043 80.159
5645.187043 80.159
5645.437043 80.159
5645.687043 80.158
5645.937043 80.158
5646.187043 80.158
5646.437043 80.158
5646.687043 80.158
5646.937043 80.157
5647.187043 80.157
5647.437043 80.157
5647.687043 80.157
5647.937042 80.157
5648.187042 80.156
5648.437042 80.156
5648.687042 80.156
5648.937042 80.156
5649.187042 80.156
5649.437042 80.155
5649.687042 80.155
5649.937042 80.155
5650.187042 80.155
5650.437042 80.154
5650.687042 80.154
5650.937042 80.154
5651.187042 80.154
5651.437042 80.154
5651.687042 80.153
5651.937042 80.153
5652.187042 80.153
5652.437042 80.153
5652.687042 80.153
5652.937042 80.152
5653.187042 80.152
5653.437042 80.152
5653.687042 80.152
5653.937042 80.152
5654.187042 80.151
5654.437042 80.151
5654.687042 80.151
5654.937042 80.151
5655.187042 80.150
5655.437042 80.150
5655.687042 80.150
5655.937042 80.150
5656.187042 80.150
5656.437042 80.149
5656.687042 80.149
5656.937042 80.149
5657.187042 80.149
5657.437042 80.149
5657.687042 80.148
5657.937042 80.148
5658.187042 80.148
5658.437042 80.148
5658.687042 80.148
5658.937042 80.147
5659.187042 80.147
5659.437042 80.147
5659.687042 80.147
5659.937042 80.146
5660.187042 80.146
5660.437042 80.146
5660.687042 80.146
5660.937042 80.146
5661.187042 80.145
5661.437042 80.145
5661.687042 80.145
5661.937042 80.145
5662.187042 80.145
5662.437042 80.144
5662.687042 80.144
5662.937042 80.144
5663.187042 80.144
5663.437042 80.144
5663.687042 80.143
5663.937042 80.143
5664.187042 80.143
5664.437042 80.143
5664.687041 80.143
5664.937041 80.142
5665.187041 80.142
5665.437041 80.142
5665.687041 80.142
5665.937041 80.141
5666.187041 80.141
5666.437041 80.141
5666.687041 80.141
5666.937041 80.141
5667.187041 80.140
5667.437041 80.140
5667.687041 80.140
5667.937041 80.140
5668.187041 80.140
5668.437041 80.139
5668.687041 80.139
5668.937041 80.139
5669.187041 80.139
5669.437041 80.139
5669.687041 80.138
5669.937041 80.138
5670.187041 80.138
5670.437041 80.138
5670.687041 80.137
5670.937041 80.137
5671.187041 80.137
5671.437041 80.137
5671.687041 80.137
5671.937041 80.136
5672.187041 80.136
5672.437041 80.136
5672.687041 80.136
5672.937041 80.136
5673.187041 80.135
5673.437041 80.135
5673.687041 80.135
5673.937041 80.135
5674.187041 80.135
5674.437041 80.134
5674.687041 80.134
5674.937041 80.134
5675.187041 80.134
5675.437041 80.133
5675.687041 80.133
5675.937041 80.133
