* Measurement data measured by REW V5.30.9
* Source: B to A at 200 Hz Filtered
* Format: 
* Dated: Mar 12, 2024 9:59:19 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Trace Arithmetic B to A at 200 Hz A = Antdroid IE v1.3 B = Harman2019_IE B was scaled by 0.1 dB  PK       Fc   20.00 Hz  Gain   3.00 dB  Q  0.600 PK       Fc    1500 Hz  Gain  -0.50 dB  Q  1.000 PK       Fc    3709 Hz  Gain  -1.00 dB  Q  0.700
* Measurement: Bassdroid
* Smoothing: None
* Frequency Step: 0.24999999 Hz
* Start Frequency: 20.187378 Hz
*
* Freq(Hz) SPL(dB)
10213.686770 74.611
10213.936770 74.611
10214.186770 74.611
10214.436770 74.611
10214.686770 74.610
10214.936770 74.610
10215.186770 74.610
10215.436770 74.609
10215.686770 74.609
10215.936770 74.609
10216.186770 74.609
10216.436770 74.608
10216.686770 74.608
10216.936770 74.608
10217.186770 74.607
10217.436770 74.607
10217.686770 74.607
10217.936770 74.607
10218.186770 74.606
10218.436770 74.606
10218.686770 74.606
10218.936770 74.605
10219.186770 74.605
10219.436770 74.605
10219.686770 74.604
10219.936770 74.604
10220.186770 74.604
10220.436770 74.604
10220.686770 74.603
10220.936770 74.603
10221.186770 74.603
10221.436770 74.602
10221.686770 74.602
10221.936770 74.602
10222.186770 74.602
10222.436770 74.601
10222.686770 74.601
10222.936770 74.601
10223.186770 74.600
10223.436770 74.600
10223.686770 74.600
10223.936770 74.600
10224.186770 74.599
10224.436770 74.599
10224.686770 74.599
10224.936770 74.598
10225.186770 74.598
10225.436770 74.598
10225.686770 74.598
10225.936770 74.597
10226.186770 74.597
10226.436770 74.597
10226.686770 74.596
10226.936770 74.596
10227.186770 74.596
10227.436770 74.596
10227.686770 74.595
10227.936770 74.595
10228.186769 74.595
10228.436769 74.594
10228.686769 74.594
10228.936769 74.594
10229.186769 74.594
10229.436769 74.593
10229.686769 74.593
10229.936769 74.593
10230.186769 74.592
10230.436769 74.592
10230.686769 74.592
10230.936769 74.592
10231.186769 74.591
10231.436769 74.591
10231.686769 74.591
10231.936769 74.590
10232.186769 74.590
10232.436769 74.590
10232.686769 74.589
10232.936769 74.589
10233.186769 74.589
10233.436769 74.589
10233.686769 74.588
10233.936769 74.588
10234.186769 74.588
10234.436769 74.587
10234.686769 74.587
10234.936769 74.587
10235.186769 74.587
10235.436769 74.586
10235.686769 74.586
10235.936769 74.586
10236.186769 74.585
10236.436769 74.585
10236.686769 74.585
10236.936769 74.585
10237.186769 74.584
10237.436769 74.584
10237.686769 74.584
10237.936769 74.583
10238.186769 74.583
10238.436769 74.583
10238.686769 74.583
10238.936769 74.582
10239.186769 74.582
10239.436769 74.582
10239.686769 74.581
10239.936769 74.581
10240.186769 74.581
10240.436769 74.581
10240.686769 74.580
10240.936769 74.580
10241.186769 74.580
10241.436769 74.579
10241.686769 74.579
10241.936769 74.579
10242.186769 74.579
10242.436769 74.578
10242.686769 74.578
10242.936769 74.578
10243.186769 74.577
10243.436769 74.577
10243.686769 74.577
10243.936769 74.577
10244.186769 74.576
10244.436769 74.576
10244.686769 74.576
10244.936768 74.575
10245.186768 74.575
10245.436768 74.575
10245.686768 74.575
10245.936768 74.574
10246.186768 74.574
10246.436768 74.574
10246.686768 74.573
10246.936768 74.573
10247.186768 74.573
10247.436768 74.573
10247.686768 74.572
10247.936768 74.572
10248.186768 74.572
10248.436768 74.571
10248.686768 74.571
10248.936768 74.571
10249.186768 74.570
10249.436768 74.570
10249.686768 74.570
10249.936768 74.570
10250.186768 74.569
10250.436768 74.569
10250.686768 74.569
10250.936768 74.568
10251.186768 74.568
10251.436768 74.568
10251.686768 74.568
10251.936768 74.567
10252.186768 74.567
10252.436768 74.567
10252.686768 74.566
10252.936768 74.566
10253.186768 74.566
10253.436768 74.566
10253.686768 74.565
10253.936768 74.565
10254.186768 74.565
10254.436768 74.564
10254.686768 74.564
10254.936768 74.564
10255.186768 74.564
10255.436768 74.563
10255.686768 74.563
10255.936768 74.563
10256.186768 74.562
10256.436768 74.562
10256.686768 74.562
10256.936768 74.562
10257.186768 74.561
10257.436768 74.561
10257.686768 74.561
10257.936768 74.560
10258.186768 74.560
10258.436768 74.560
10258.686768 74.560
10258.936768 74.559
10259.186768 74.559
10259.436768 74.559
10259.686768 74.558
10259.936768 74.558
10260.186768 74.558
10260.436768 74.558
10260.686768 74.557
10260.936768 74.557
10261.186768 74.557
10261.436768 74.556
10261.686767 74.556
10261.936767 74.556
10262.186767 74.556
10262.436767 74.555
10262.686767 74.555
10262.936767 74.555
10263.186767 74.554
10263.436767 74.554
10263.686767 74.554
10263.936767 74.554
10264.186767 74.553
10264.436767 74.553
10264.686767 74.553
10264.936767 74.552
10265.186767 74.552
10265.436767 74.552
10265.686767 74.552
10265.936767 74.551
10266.186767 74.551
10266.436767 74.551
10266.686767 74.550
10266.936767 74.550
10267.186767 74.550
10267.436767 74.550
10267.686767 74.549
10267.936767 74.549
10268.186767 74.549
10268.436767 74.548
10268.686767 74.548
10268.936767 74.548
10269.186767 74.548
10269.436767 74.547
10269.686767 74.547
10269.936767 74.547
10270.186767 74.546
10270.436767 74.546
10270.686767 74.546
10270.936767 74.546
10271.186767 74.545
10271.436767 74.545
10271.686767 74.545
10271.936767 74.544
10272.186767 74.544
10272.436767 74.544
10272.686767 74.544
10272.936767 74.543
10273.186767 74.543
10273.436767 74.543
10273.686767 74.542
10273.936767 74.542
10274.186767 74.542
10274.436767 74.542
10274.686767 74.541
10274.936767 74.541
10275.186767 74.541
10275.436767 74.540
10275.686767 74.540
10275.936767 74.540
10276.186767 74.540
10276.436767 74.539
10276.686767 74.539
10276.936767 74.539
10277.186767 74.538
10277.436767 74.538
10277.686767 74.538
10277.936767 74.538
10278.186767 74.537
10278.436766 74.537
10278.686766 74.537
10278.936766 74.536
10279.186766 74.536
10279.436766 74.536
10279.686766 74.536
10279.936766 74.535
10280.186766 74.535
10280.436766 74.535
10280.686766 74.534
10280.936766 74.534
10281.186766 74.534
10281.436766 74.534
10281.686766 74.533
10281.936766 74.533
10282.186766 74.533
10282.436766 74.532
10282.686766 74.532
10282.936766 74.532
10283.186766 74.532
10283.436766 74.531
10283.686766 74.531
10283.936766 74.531
10284.186766 74.530
10284.436766 74.530
10284.686766 74.530
10284.936766 74.530
10285.186766 74.529
10285.436766 74.529
10285.686766 74.529
10285.936766 74.528
10286.186766 74.528
10286.436766 74.528
10286.686766 74.528
10286.936766 74.527
10287.186766 74.527
10287.436766 74.527
10287.686766 74.526
10287.936766 74.526
10288.186766 74.526
10288.436766 74.526
10288.686766 74.525
10288.936766 74.525
10289.186766 74.525
10289.436766 74.524
10289.686766 74.524
10289.936766 74.524
10290.186766 74.524
10290.436766 74.523
10290.686766 74.523
10290.936766 74.523
10291.186766 74.522
10291.436766 74.522
10291.686766 74.522
10291.936766 74.522
10292.186766 74.521
10292.436766 74.521
10292.686766 74.521
10292.936766 74.521
10293.186766 74.520
10293.436766 74.520
10293.686766 74.520
10293.936766 74.519
10294.186766 74.519
10294.436766 74.519
10294.686766 74.519
10294.936766 74.518
10295.186765 74.518
10295.436765 74.518
10295.686765 74.517
10295.936765 74.517
10296.186765 74.517
10296.436765 74.517
10296.686765 74.516
10296.936765 74.516
10297.186765 74.516
10297.436765 74.515
10297.686765 74.515
10297.936765 74.515
10298.186765 74.515
10298.436765 74.514
10298.686765 74.514
10298.936765 74.514
10299.186765 74.513
10299.436765 74.513
10299.686765 74.513
10299.936765 74.513
10300.186765 74.512
10300.436765 74.512
10300.686765 74.512
10300.936765 74.511
10301.186765 74.511
10301.436765 74.511
10301.686765 74.511
10301.936765 74.510
10302.186765 74.510
10302.436765 74.510
10302.686765 74.509
10302.936765 74.509
10303.186765 74.509
10303.436765 74.509
10303.686765 74.508
10303.936765 74.508
10304.186765 74.508
10304.436765 74.507
10304.686765 74.507
10304.936765 74.507
10305.186765 74.507
10305.436765 74.506
10305.686765 74.506
10305.936765 74.506
10306.186765 74.505
10306.436765 74.505
10306.686765 74.505
10306.936765 74.505
10307.186765 74.504
10307.436765 74.504
10307.686765 74.504
10307.936765 74.504
10308.186765 74.503
10308.436765 74.503
10308.686765 74.503
10308.936765 74.502
10309.186765 74.502
10309.436765 74.502
10309.686765 74.502
10309.936765 74.501
10310.186765 74.501
10310.436765 74.501
10310.686765 74.500
10310.936765 74.500
10311.186765 74.500
10311.436765 74.500
10311.686765 74.499
10311.936764 74.499
10312.186764 74.499
10312.436764 74.498
10312.686764 74.498
10312.936764 74.498
10313.186764 74.498
10313.436764 74.497
10313.686764 74.497
10313.936764 74.497
10314.186764 74.496
10314.436764 74.496
10314.686764 74.496
10314.936764 74.496
10315.186764 74.495
10315.436764 74.495
10315.686764 74.495
10315.936764 74.494
10316.186764 74.494
10316.436764 74.494
10316.686764 74.494
10316.936764 74.493
10317.186764 74.493
10317.436764 74.493
10317.686764 74.492
10317.936764 74.492
10318.186764 74.492
10318.436764 74.492
10318.686764 74.491
10318.936764 74.491
10319.186764 74.491
10319.436764 74.491
10319.686764 74.490
10319.936764 74.490
10320.186764 74.490
10320.436764 74.489
10320.686764 74.489
10320.936764 74.489
10321.186764 74.489
10321.436764 74.488
10321.686764 74.488
10321.936764 74.488
10322.186764 74.487
10322.436764 74.487
10322.686764 74.487
10322.936764 74.487
10323.186764 74.486
10323.436764 74.486
10323.686764 74.486
10323.936764 74.485
10324.186764 74.485
10324.436764 74.485
10324.686764 74.485
10324.936764 74.484
10325.186764 74.484
10325.436764 74.484
10325.686764 74.483
10325.936764 74.483
10326.186764 74.483
10326.436764 74.483
10326.686764 74.482
10326.936764 74.482
10327.186764 74.482
10327.436764 74.481
10327.686764 74.481
10327.936764 74.481
10328.186764 74.481
10328.436764 74.480
10328.686763 74.480
10328.936763 74.480
10329.186763 74.480
10329.436763 74.479
10329.686763 74.479
10329.936763 74.479
10330.186763 74.478
10330.436763 74.478
10330.686763 74.478
10330.936763 74.478
10331.186763 74.477
10331.436763 74.477
10331.686763 74.477
10331.936763 74.476
10332.186763 74.476
10332.436763 74.476
10332.686763 74.476
10332.936763 74.475
10333.186763 74.475
10333.436763 74.475
10333.686763 74.474
10333.936763 74.474
10334.186763 74.474
10334.436763 74.474
10334.686763 74.473
10334.936763 74.473
10335.186763 74.473
10335.436763 74.472
10335.686763 74.472
10335.936763 74.472
10336.186763 74.472
10336.436763 74.471
10336.686763 74.471
10336.936763 74.471
10337.186763 74.471
10337.436763 74.470
10337.686763 74.470
10337.936763 74.470
10338.186763 74.469
10338.436763 74.469
10338.686763 74.469
10338.936763 74.469
10339.186763 74.468
10339.436763 74.468
10339.686763 74.468
10339.936763 74.467
10340.186763 74.467
10340.436763 74.467
10340.686763 74.467
10340.936763 74.466
10341.186763 74.466
10341.436763 74.466
10341.686763 74.465
10341.936763 74.465
10342.186763 74.465
10342.436763 74.465
10342.686763 74.464
10342.936763 74.464
10343.186763 74.464
10343.436763 74.464
10343.686763 74.463
10343.936763 74.463
10344.186763 74.463
10344.436763 74.462
10344.686763 74.462
10344.936763 74.462
10345.186763 74.462
10345.436762 74.461
10345.686762 74.461
10345.936762 74.461
10346.186762 74.460
10346.436762 74.460
10346.686762 74.460
10346.936762 74.460
10347.186762 74.459
10347.436762 74.459
10347.686762 74.459
10347.936762 74.458
10348.186762 74.458
10348.436762 74.458
10348.686762 74.458
10348.936762 74.457
10349.186762 74.457
10349.436762 74.457
10349.686762 74.457
10349.936762 74.456
10350.186762 74.456
10350.436762 74.456
10350.686762 74.455
10350.936762 74.455
10351.186762 74.455
10351.436762 74.455
10351.686762 74.454
10351.936762 74.454
10352.186762 74.454
10352.436762 74.453
10352.686762 74.453
10352.936762 74.453
10353.186762 74.453
10353.436762 74.452
10353.686762 74.452
10353.936762 74.452
10354.186762 74.451
10354.436762 74.451
10354.686762 74.451
10354.936762 74.451
10355.186762 74.450
10355.436762 74.450
10355.686762 74.450
10355.936762 74.450
10356.186762 74.449
10356.436762 74.449
10356.686762 74.449
10356.936762 74.448
10357.186762 74.448
10357.436762 74.448
10357.686762 74.448
10357.936762 74.447
10358.186762 74.447
10358.436762 74.447
10358.686762 74.446
10358.936762 74.446
10359.186762 74.446
10359.436762 74.446
10359.686762 74.445
10359.936762 74.445
10360.186762 74.445
10360.436762 74.445
10360.686762 74.444
10360.936762 74.444
10361.186762 74.444
10361.436762 74.443
10361.686762 74.443
10361.936762 74.443
10362.186761 74.443
10362.436761 74.442
10362.686761 74.442
10362.936761 74.442
10363.186761 74.441
10363.436761 74.441
10363.686761 74.441
10363.936761 74.441
10364.186761 74.440
10364.436761 74.440
10364.686761 74.440
10364.936761 74.439
10365.186761 74.439
10365.436761 74.439
10365.686761 74.439
10365.936761 74.438
10366.186761 74.438
10366.436761 74.438
10366.686761 74.438
10366.936761 74.437
10367.186761 74.437
10367.436761 74.437
10367.686761 74.436
10367.936761 74.436
10368.186761 74.436
10368.436761 74.436
10368.686761 74.435
10368.936761 74.435
10369.186761 74.435
10369.436761 74.434
10369.686761 74.434
10369.936761 74.434
10370.186761 74.434
10370.436761 74.433
10370.686761 74.433
10370.936761 74.433
10371.186761 74.433
10371.436761 74.432
10371.686761 74.432
10371.936761 74.432
10372.186761 74.431
10372.436761 74.431
10372.686761 74.431
10372.936761 74.431
10373.186761 74.430
10373.436761 74.430
10373.686761 74.430
10373.936761 74.429
10374.186761 74.429
10374.436761 74.429
10374.686761 74.429
10374.936761 74.428
10375.186761 74.428
10375.436761 74.428
10375.686761 74.428
10375.936761 74.427
10376.186761 74.427
10376.436761 74.427
10376.686761 74.426
10376.936761 74.426
10377.186761 74.426
10377.436761 74.426
10377.686761 74.425
10377.936761 74.425
10378.186761 74.425
10378.436761 74.424
10378.686761 74.424
10378.936761 74.424
10379.186760 74.424
10379.436760 74.423
10379.686760 74.423
10379.936760 74.423
10380.186760 74.423
10380.436760 74.422
10380.686760 74.422
10380.936760 74.422
10381.186760 74.421
10381.436760 74.421
10381.686760 74.421
10381.936760 74.421
10382.186760 74.420
10382.436760 74.420
10382.686760 74.420
10382.936760 74.419
10383.186760 74.419
10383.436760 74.419
10383.686760 74.419
10383.936760 74.418
10384.186760 74.418
10384.436760 74.418
10384.686760 74.418
10384.936760 74.417
10385.186760 74.417
10385.436760 74.417
10385.686760 74.416
10385.936760 74.416
10386.186760 74.416
10386.436760 74.416
10386.686760 74.415
10386.936760 74.415
10387.186760 74.415
10387.436760 74.414
10387.686760 74.414
10387.936760 74.414
10388.186760 74.414
10388.436760 74.413
10388.686760 74.413
10388.936760 74.413
10389.186760 74.413
10389.436760 74.412
10389.686760 74.412
10389.936760 74.412
10390.186760 74.411
10390.436760 74.411
10390.686760 74.411
10390.936760 74.411
10391.186760 74.410
10391.436760 74.410
10391.686760 74.410
10391.936760 74.410
10392.186760 74.409
10392.436760 74.409
10392.686760 74.409
10392.936760 74.408
10393.186760 74.408
10393.436760 74.408
10393.686760 74.408
10393.936760 74.407
10394.186760 74.407
10394.436760 74.407
10394.686760 74.406
10394.936760 74.406
10395.186760 74.406
10395.436760 74.406
10395.686760 74.405
10395.936759 74.405
10396.186759 74.405
10396.436759 74.405
10396.686759 74.404
10396.936759 74.404
10397.186759 74.404
10397.436759 74.403
10397.686759 74.403
10397.936759 74.403
10398.186759 74.403
10398.436759 74.402
10398.686759 74.402
10398.936759 74.402
10399.186759 74.402
10399.436759 74.401
10399.686759 74.401
10399.936759 74.401
10400.186759 74.400
10400.436759 74.400
10400.686759 74.400
10400.936759 74.400
10401.186759 74.399
10401.436759 74.399
10401.686759 74.399
10401.936759 74.398
10402.186759 74.398
10402.436759 74.398
10402.686759 74.398
10402.936759 74.397
10403.186759 74.397
10403.436759 74.397
10403.686759 74.397
10403.936759 74.396
10404.186759 74.396
10404.436759 74.396
10404.686759 74.395
10404.936759 74.395
10405.186759 74.395
10405.436759 74.395
10405.686759 74.394
10405.936759 74.394
10406.186759 74.394
10406.436759 74.394
10406.686759 74.393
10406.936759 74.393
10407.186759 74.393
10407.436759 74.392
10407.686759 74.392
10407.936759 74.392
10408.186759 74.392
10408.436759 74.391
10408.686759 74.391
10408.936759 74.391
10409.186759 74.390
10409.436759 74.390
10409.686759 74.390
10409.936759 74.390
10410.186759 74.389
10410.436759 74.389
10410.686759 74.389
10410.936759 74.389
10411.186759 74.388
10411.436759 74.388
10411.686759 74.388
10411.936759 74.387
10412.186759 74.387
10412.436759 74.387
10412.686758 74.387
10412.936758 74.386
10413.186758 74.386
10413.436758 74.386
10413.686758 74.386
10413.936758 74.385
10414.186758 74.385
10414.436758 74.385
10414.686758 74.384
10414.936758 74.384
10415.186758 74.384
10415.436758 74.384
10415.686758 74.383
10415.936758 74.383
10416.186758 74.383
10416.436758 74.383
10416.686758 74.382
10416.936758 74.382
10417.186758 74.382
10417.436758 74.381
10417.686758 74.381
10417.936758 74.381
10418.186758 74.381
10418.436758 74.380
10418.686758 74.380
10418.936758 74.380
10419.186758 74.379
10419.436758 74.379
10419.686758 74.379
10419.936758 74.379
10420.186758 74.378
10420.436758 74.378
10420.686758 74.378
10420.936758 74.378
10421.186758 74.377
10421.436758 74.377
10421.686758 74.377
10421.936758 74.376
10422.186758 74.376
10422.436758 74.376
10422.686758 74.376
10422.936758 74.375
10423.186758 74.375
10423.436758 74.375
10423.686758 74.375
10423.936758 74.374
10424.186758 74.374
10424.436758 74.374
10424.686758 74.373
10424.936758 74.373
10425.186758 74.373
10425.436758 74.373
10425.686758 74.372
10425.936758 74.372
10426.186758 74.372
10426.436758 74.372
10426.686758 74.371
10426.936758 74.371
10427.186758 74.371
10427.436758 74.370
10427.686758 74.370
10427.936758 74.370
10428.186758 74.370
10428.436758 74.369
10428.686758 74.369
10428.936758 74.369
10429.186758 74.369
10429.436757 74.368
10429.686757 74.368
10429.936757 74.368
10430.186757 74.367
10430.436757 74.367
10430.686757 74.367
10430.936757 74.367
10431.186757 74.366
10431.436757 74.366
10431.686757 74.366
10431.936757 74.366
10432.186757 74.365
10432.436757 74.365
10432.686757 74.365
10432.936757 74.364
10433.186757 74.364
10433.436757 74.364
10433.686757 74.364
10433.936757 74.363
10434.186757 74.363
10434.436757 74.363
10434.686757 74.363
10434.936757 74.362
10435.186757 74.362
10435.436757 74.362
10435.686757 74.361
10435.936757 74.361
10436.186757 74.361
10436.436757 74.361
10436.686757 74.360
10436.936757 74.360
10437.186757 74.360
10437.436757 74.360
10437.686757 74.359
10437.936757 74.359
10438.186757 74.359
10438.436757 74.358
10438.686757 74.358
10438.936757 74.358
10439.186757 74.358
10439.436757 74.357
10439.686757 74.357
10439.936757 74.357
10440.186757 74.357
10440.436757 74.356
10440.686757 74.356
10440.936757 74.356
10441.186757 74.355
10441.436757 74.355
10441.686757 74.355
10441.936757 74.355
10442.186757 74.354
10442.436757 74.354
10442.686757 74.354
10442.936757 74.354
10443.186757 74.353
10443.436757 74.353
10443.686757 74.353
10443.936757 74.352
10444.186757 74.352
10444.436757 74.352
10444.686757 74.352
10444.936757 74.351
10445.186757 74.351
10445.436757 74.351
10445.686757 74.351
10445.936757 74.350
10446.186756 74.350
10446.436756 74.350
10446.686756 74.349
10446.936756 74.349
10447.186756 74.349
10447.436756 74.349
10447.686756 74.348
10447.936756 74.348
10448.186756 74.348
10448.436756 74.348
10448.686756 74.347
10448.936756 74.347
10449.186756 74.347
10449.436756 74.346
10449.686756 74.346
10449.936756 74.346
10450.186756 74.346
10450.436756 74.345
10450.686756 74.345
10450.936756 74.345
10451.186756 74.345
10451.436756 74.344
10451.686756 74.344
10451.936756 74.344
10452.186756 74.343
10452.436756 74.343
10452.686756 74.343
10452.936756 74.343
10453.186756 74.342
10453.436756 74.342
10453.686756 74.342
10453.936756 74.342
10454.186756 74.341
10454.436756 74.341
10454.686756 74.341
10454.936756 74.340
10455.186756 74.340
10455.436756 74.340
10455.686756 74.340
10455.936756 74.339
10456.186756 74.339
10456.436756 74.339
10456.686756 74.339
10456.936756 74.338
10457.186756 74.338
10457.436756 74.338
10457.686756 74.337
10457.936756 74.337
10458.186756 74.337
10458.436756 74.337
10458.686756 74.336
10458.936756 74.336
10459.186756 74.336
10459.436756 74.336
10459.686756 74.335
10459.936756 74.335
10460.186756 74.335
10460.436756 74.335
10460.686756 74.334
10460.936756 74.334
10461.186756 74.334
10461.436756 74.333
10461.686756 74.333
10461.936756 74.333
10462.186756 74.333
10462.436756 74.332
10462.686756 74.332
10462.936755 74.332
10463.186755 74.332
10463.436755 74.331
10463.686755 74.331
10463.936755 74.331
10464.186755 74.330
10464.436755 74.330
10464.686755 74.330
10464.936755 74.330
10465.186755 74.329
10465.436755 74.329
10465.686755 74.329
10465.936755 74.329
10466.186755 74.328
10466.436755 74.328
10466.686755 74.328
10466.936755 74.327
10467.186755 74.327
10467.436755 74.327
10467.686755 74.327
10467.936755 74.326
10468.186755 74.326
10468.436755 74.326
10468.686755 74.326
10468.936755 74.325
10469.186755 74.325
10469.436755 74.325
10469.686755 74.324
10469.936755 74.324
10470.186755 74.324
10470.436755 74.324
10470.686755 74.323
10470.936755 74.323
10471.186755 74.323
10471.436755 74.323
10471.686755 74.322
10471.936755 74.322
10472.186755 74.322
10472.436755 74.322
10472.686755 74.321
10472.936755 74.321
10473.186755 74.321
10473.436755 74.320
10473.686755 74.320
10473.936755 74.320
10474.186755 74.320
10474.436755 74.319
10474.686755 74.319
10474.936755 74.319
10475.186755 74.319
10475.436755 74.318
10475.686755 74.318
10475.936755 74.318
10476.186755 74.317
10476.436755 74.317
10476.686755 74.317
10476.936755 74.317
10477.186755 74.316
10477.436755 74.316
10477.686755 74.316
10477.936755 74.316
10478.186755 74.315
10478.436755 74.315
10478.686755 74.315
10478.936755 74.314
10479.186755 74.314
10479.436755 74.314
10479.686754 74.314
10479.936754 74.313
10480.186754 74.313
10480.436754 74.313
10480.686754 74.313
10480.936754 74.312
10481.186754 74.312
10481.436754 74.312
10481.686754 74.312
10481.936754 74.311
10482.186754 74.311
10482.436754 74.311
10482.686754 74.310
10482.936754 74.310
10483.186754 74.310
10483.436754 74.310
10483.686754 74.309
10483.936754 74.309
10484.186754 74.309
10484.436754 74.309
10484.686754 74.308
10484.936754 74.308
10485.186754 74.308
10485.436754 74.308
10485.686754 74.307
10485.936754 74.307
10486.186754 74.307
10486.436754 74.306
10486.686754 74.306
10486.936754 74.306
10487.186754 74.306
10487.436754 74.305
10487.686754 74.305
10487.936754 74.305
10488.186754 74.305
10488.436754 74.304
10488.686754 74.304
10488.936754 74.304
10489.186754 74.303
10489.436754 74.303
10489.686754 74.303
10489.936754 74.303
10490.186754 74.302
10490.436754 74.302
10490.686754 74.302
10490.936754 74.302
10491.186754 74.301
10491.436754 74.301
10491.686754 74.301
10491.936754 74.301
10492.186754 74.300
10492.436754 74.300
10492.686754 74.300
10492.936754 74.299
10493.186754 74.299
10493.436754 74.299
10493.686754 74.299
10493.936754 74.298
10494.186754 74.298
10494.436754 74.298
10494.686754 74.298
10494.936754 74.297
10495.186754 74.297
10495.436754 74.297
10495.686754 74.296
10495.936754 74.296
10496.186754 74.296
10496.436753 74.296
10496.686753 74.295
10496.936753 74.295
10497.186753 74.295
10497.436753 74.295
10497.686753 74.294
10497.936753 74.294
10498.186753 74.294
10498.436753 74.294
10498.686753 74.293
10498.936753 74.293
10499.186753 74.293
10499.436753 74.292
10499.686753 74.292
10499.936753 74.292
10500.186753 74.292
10500.436753 74.291
10500.686753 74.291
10500.936753 74.291
10501.186753 74.291
10501.436753 74.290
10501.686753 74.290
10501.936753 74.290
10502.186753 74.290
10502.436753 74.289
10502.686753 74.289
10502.936753 74.289
10503.186753 74.288
10503.436753 74.288
10503.686753 74.288
10503.936753 74.288
10504.186753 74.287
10504.436753 74.287
10504.686753 74.287
10504.936753 74.287
10505.186753 74.286
10505.436753 74.286
10505.686753 74.286
10505.936753 74.286
10506.186753 74.285
10506.436753 74.285
10506.686753 74.285
10506.936753 74.284
10507.186753 74.284
10507.436753 74.284
10507.686753 74.284
10507.936753 74.283
10508.186753 74.283
10508.436753 74.283
10508.686753 74.283
10508.936753 74.282
10509.186753 74.282
10509.436753 74.282
10509.686753 74.282
10509.936753 74.281
10510.186753 74.281
10510.436753 74.281
10510.686753 74.280
10510.936753 74.280
10511.186753 74.280
10511.436753 74.280
10511.686753 74.279
10511.936753 74.279
10512.186753 74.279
10512.436753 74.279
10512.686753 74.278
10512.936753 74.278
10513.186752 74.278
10513.436752 74.278
10513.686752 74.277
10513.936752 74.277
10514.186752 74.277
10514.436752 74.276
10514.686752 74.276
10514.936752 74.276
10515.186752 74.276
10515.436752 74.275
10515.686752 74.275
10515.936752 74.275
10516.186752 74.275
10516.436752 74.274
10516.686752 74.274
10516.936752 74.274
10517.186752 74.274
10517.436752 74.273
10517.686752 74.273
10517.936752 74.273
10518.186752 74.272
10518.436752 74.272
10518.686752 74.272
10518.936752 74.272
10519.186752 74.271
10519.436752 74.271
10519.686752 74.271
10519.936752 74.271
10520.186752 74.270
10520.436752 74.270
10520.686752 74.270
10520.936752 74.270
10521.186752 74.269
10521.436752 74.269
10521.686752 74.269
10521.936752 74.268
10522.186752 74.268
10522.436752 74.268
10522.686752 74.268
10522.936752 74.267
10523.186752 74.267
10523.436752 74.267
10523.686752 74.267
10523.936752 74.266
10524.186752 74.266
10524.436752 74.266
10524.686752 74.266
10524.936752 74.265
10525.186752 74.265
10525.436752 74.265
10525.686752 74.264
10525.936752 74.264
10526.186752 74.264
10526.436752 74.264
10526.686752 74.263
10526.936752 74.263
10527.186752 74.263
10527.436752 74.263
10527.686752 74.262
10527.936752 74.262
10528.186752 74.262
10528.436752 74.262
10528.686752 74.261
10528.936752 74.261
10529.186752 74.261
10529.436752 74.260
10529.686752 74.260
10529.936751 74.260
10530.186751 74.260
10530.436751 74.259
10530.686751 74.259
10530.936751 74.259
10531.186751 74.259
10531.436751 74.258
10531.686751 74.258
10531.936751 74.258
10532.186751 74.258
10532.436751 74.257
10532.686751 74.257
10532.936751 74.257
10533.186751 74.257
10533.436751 74.256
10533.686751 74.256
10533.936751 74.256
10534.186751 74.255
10534.436751 74.255
10534.686751 74.255
10534.936751 74.255
10535.186751 74.254
10535.436751 74.254
10535.686751 74.254
10535.936751 74.254
10536.186751 74.253
10536.436751 74.253
10536.686751 74.253
10536.936751 74.253
10537.186751 74.252
10537.436751 74.252
10537.686751 74.252
10537.936751 74.251
10538.186751 74.251
10538.436751 74.251
10538.686751 74.251
10538.936751 74.250
10539.186751 74.250
10539.436751 74.250
10539.686751 74.250
10539.936751 74.249
10540.186751 74.249
10540.436751 74.249
10540.686751 74.249
10540.936751 74.248
10541.186751 74.248
10541.436751 74.248
10541.686751 74.248
10541.936751 74.247
10542.186751 74.247
10542.436751 74.247
10542.686751 74.246
10542.936751 74.246
10543.186751 74.246
10543.436751 74.246
10543.686751 74.245
10543.936751 74.245
10544.186751 74.245
10544.436751 74.245
10544.686751 74.244
10544.936751 74.244
10545.186751 74.244
10545.436751 74.244
10545.686751 74.243
10545.936751 74.243
10546.186751 74.243
10546.436751 74.242
10546.686751 74.242
10546.936750 74.242
10547.186750 74.242
10547.436750 74.241
10547.686750 74.241
10547.936750 74.241
10548.186750 74.241
10548.436750 74.240
10548.686750 74.240
10548.936750 74.240
10549.186750 74.240
10549.436750 74.239
10549.686750 74.239
10549.936750 74.239
10550.186750 74.239
10550.436750 74.238
10550.686750 74.238
10550.936750 74.238
10551.186750 74.237
10551.436750 74.237
10551.686750 74.237
10551.936750 74.237
10552.186750 74.236
10552.436750 74.236
10552.686750 74.236
10552.936750 74.236
10553.186750 74.235
10553.436750 74.235
10553.686750 74.235
10553.936750 74.235
10554.186750 74.234
10554.436750 74.234
10554.686750 74.234
